county,pov,moe
Somerset,21.57693070783232,7.7
Dorchester,20.08647942869399,6.5
Caroline,18.11468971819027,4.4
Garrett,17.65131639963976,3.9
Wicomico,17.334789017589753,3.4000000000000004
Allegany,17.17225971418745,3.0999999999999996
Washington,16.664807122644294,2.4
Baltimore,16.548592440128516,1.9
Talbot,16.20453723913763,4.4
Cecil,16.060423299054285,3.2
Kent,15.925519394182471,4.7
Baltimore,15.740335997590801,1.1
Worcester,15.104141629179912,3.0999999999999996
Prince George's,13.774676602557712,1.1
Queen Anne's,13.048066450349967,2.4
Harford,12.865430552536235,1.6
St. Mary's,12.64485318504158,2.4
Montgomery,11.884710827686682,0.8
Anne Arundel,11.078897720642267,1
Frederick,10.81772835726908,1.2
Charles,10.676171802525772,1.7000000000000002
Howard,9.904982800016912,1.3
Carroll,9.085146872814716,1
Calvert,8.03451272050755,1.6
